010006,ホッカイドウ,"",,北海道,"",,"",
011002,ホッカイドウ,"",サッポロシ,北海道,"",札幌市,"",SAPPORO SHI
011011,ホッカイドウ,サッポロシ,チュウオウク,北海道,札幌市,中央区,SAPPORO SHI,CHUO KU
011029,ホッカイドウ,サッポロシ,キタク,北海道,札幌市,北区,SAPPORO SHI,KITA KU
011037,ホッカイドウ,サッポロシ,ヒガシク,北海道,札幌市,東区,SAPPORO SHI,HIGASHI KU
011045,ホッカイドウ,サッポロシ,シロイシク,北海道,札幌市,白石区,SAPPORO SHI,SHIROISHI KU
011053,ホッカイドウ,サッポロシ,トヨヒラク,北海道,札幌市,豊平区,SAPPORO SHI,TOYOHIRA KU
011061,ホッカイドウ,サッポロシ,ミナミク,北海道,札幌市,南区,SAPPORO SHI,MINAMI KU
011070,ホッカイドウ,サッポロシ,ニシク,北海道,札幌市,西区,SAPPORO SHI,NISHI KU
011088,ホッカイドウ,サッポロシ,アツベツク,北海道,札幌市,厚別区,SAPPORO SHI,ATSUBETSU KU
011096,ホッカイドウ,サッポロシ,テイネク,北海道,札幌市,手稲区,SAPPORO SHI,TEINE KU
011100,ホッカイドウ,サッポロシ,キヨタク,北海道,札幌市,清田区,SAPPORO SHI,KIYOTA KU
012025,ホッカイドウ,"",ハコダテシ,北海道,"",函館市,"",HAKODATE SHI
012033,ホッカイドウ,"",オタルシ,北海道,"",小樽市,"",OTARU SHI
012041,ホッカイドウ,"",アサヒカワシ,北海道,"",旭川市,"",ASAHIKAWA SHI
012050,ホッカイドウ,"",ムロランシ,北海道,"",室蘭市,"",MURORAN SHI
012068,ホッカイドウ,"",クシロシ,北海道,"",釧路市,"",KUSHIRO SHI
012076,ホッカイドウ,"",オビヒロシ,北海道,"",帯広市,"",OBIHIRO SHI
012084,ホッカイドウ,"",キタミシ,北海道,"",北見市,"",KITAMI SHI
012092,ホッカイドウ,"",ユウバリシ,北海道,"",夕張市,"",YUBARI SHI
012106,ホッカイドウ,"",イワミザワシ,北海道,"",岩見沢市,"",IWAMIZAWA SHI
012114,ホッカイドウ,"",アバシリシ,北海道,"",網走市,"",ABASHIRI SHI
012122,ホッカイドウ,"",ルモイシ,北海道,"",留萌市,"",RUMOI SHI
012131,ホッカイドウ,"",トマコマイシ,北海道,"",苫小牧市,"",TOMAKOMAI SHI
012149,ホッカイドウ,"",ワッカナイシ,北海道,"",稚内市,"",WAKKANAI SHI
012157,ホッカイドウ,"",ビバイシ,北海道,"",美唄市,"",BIBAI SHI
012165,ホッカイドウ,"",アシベツシ,北海道,"",芦別市,"",ASHIBETSU SHI
012173,ホッカイドウ,"",エベツシ,北海道,"",江別市,"",EBETSU SHI
012181,ホッカイドウ,"",アカビラシ,北海道,"",赤平市,"",AKABIRA SHI
012190,ホッカイドウ,"",モンベツシ,北海道,"",紋別市,"",MOMBETSU SHI
012203,ホッカイドウ,"",シベツシ,北海道,"",士別市,"",SHIBETSU SHI
012211,ホッカイドウ,"",ナヨロシ,北海道,"",名寄市,"",NAYORO SHI
012220,ホッカイドウ,"",ミカサシ,北海道,"",三笠市,"",MIKASA SHI
012238,ホッカイドウ,"",ネムロシ,北海道,"",根室市,"",NEMURO SHI
012246,ホッカイドウ,"",チトセシ,北海道,"",千歳市,"",CHITOSE SHI
012254,ホッカイドウ,"",タキカワシ,北海道,"",滝川市,"",TAKIKAWA SHI
012262,ホッカイドウ,"",スナガワシ,北海道,"",砂川市,"",SUNAGAWA SHI
012271,ホッカイドウ,"",ウタシナイシ,北海道,"",歌志内市,"",UTASHINAI SHI
012289,ホッカイドウ,"",フカガワシ,北海道,"",深川市,"",FUKAGAWA SHI
012297,ホッカイドウ,"",フラノシ,北海道,"",富良野市,"",FURANO SHI
012301,ホッカイドウ,"",ノボリベツシ,北海道,"",登別市,"",NOBORIBETSU SHI
012319,ホッカイドウ,"",エニワシ,北海道,"",恵庭市,"",ENIWA SHI
012335,ホッカイドウ,"",ダテシ,北海道,"",伊達市,"",DATE SHI
012343,ホッカイドウ,"",キタヒロシマシ,北海道,"",北広島市,"",KITAHIROSHIMA SHI
012351,ホッカイドウ,"",イシカリシ,北海道,"",石狩市,"",ISHIKARI SHI
012360,ホッカイドウ,"",ホクトシ,北海道,"",北斗市,"",HOKUTO SHI
013030,ホッカイドウ,イシカリグン,トウベツチョウ,北海道,石狩郡,当別町,ISHIKARI GUN,TOBETSU CHO
013048,ホッカイドウ,イシカリグン,シンシノツムラ,北海道,石狩郡,新篠津村,ISHIKARI GUN,SHINSHINOTSU MURA
013315,ホッカイドウ,マツマエグン,マツマエチョウ,北海道,松前郡,松前町,MATSUMAE GUN,MATSUMAE CHO
013323,ホッカイドウ,マツマエグン,フクシマチョウ,北海道,松前郡,福島町,MATSUMAE GUN,FUKUSHIMA CHO
013331,ホッカイドウ,カミイソグン,シリウチチョウ,北海道,上磯郡,知内町,KAMIISO GUN,SHIRIUCHI CHO
013340,ホッカイドウ,カミイソグン,キコナイチョウ,北海道,上磯郡,木古内町,KAMIISO GUN,KIKONAI CHO
013374,ホッカイドウ,カメダグン,ナナエチョウ,北海道,亀田郡,七飯町,KAMEDA GUN,NANAE CHO
013439,ホッカイドウ,カヤベグン,シカベチョウ,北海道,茅部郡,鹿部町,KAYABE GUN,SHIKABE CHO
013455,ホッカイドウ,カヤベグン,モリマチ,北海道,茅部郡,森町,KAYABE GUN,MORI MACHI
013463,ホッカイドウ,フタミグン,ヤクモチョウ,北海道,二海郡,八雲町,FUTAMI GUN,YAKUMO CHO
013471,ホッカイドウ,ヤマコシグン,オシャマンベチョウ,北海道,山越郡,長万部町,YAMAKOSHI GUN,OSHAMAMBE CHO
013617,ホッカイドウ,ヒヤマグン,エサシチョウ,北海道,檜山郡,江差町,HIYAMA GUN,ESASHI CHO
013625,ホッカイドウ,ヒヤマグン,カミノクニチョウ,北海道,檜山郡,上ノ国町,HIYAMA GUN,KAMINOKUNI CHO
013633,ホッカイドウ,ヒヤマグン,アッサブチョウ,北海道,檜山郡,厚沢部町,HIYAMA GUN,ASSABU CHO
013641,ホッカイドウ,ニシグン,オトベチョウ,北海道,爾志郡,乙部町,NISHI GUN,OTOBE CHO
013676,ホッカイドウ,オクシリグン,オクシリチョウ,北海道,奥尻郡,奥尻町,OKUSHIRI GUN,OKUSHIRI CHO
013706,ホッカイドウ,セタナグン,イマカネチョウ,北海道,瀬棚郡,今金町,SETANA GUN,IMAKANE CHO
013714,ホッカイドウ,クドウグン,セタナチョウ,北海道,久遠郡,せたな町,KUDO GUN,SETANA CHO
013919,ホッカイドウ,シママキグン,シママキムラ,北海道,島牧郡,島牧村,SHIMAMAKI GUN,SHIMAMAKI MURA
013927,ホッカイドウ,スッツグン,スッツチョウ,北海道,寿都郡,寿都町,SUTTSU GUN,SUTTSU CHO
013935,ホッカイドウ,スッツグン,クロマツナイチョウ,北海道,寿都郡,黒松内町,SUTTSU GUN,KUROMATSUNAI CHO
013943,ホッカイドウ,イソヤグン,ランコシチョウ,北海道,磯谷郡,蘭越町,ISOYA GUN,RANKOSHI CHO
013951,ホッカイドウ,アブタグン,ニセコチョウ,北海道,虻田郡,ニセコ町,ABUTA GUN,NISEKO CHO
013960,ホッカイドウ,アブタグン,マッカリムラ,北海道,虻田郡,真狩村,ABUTA GUN,MAKKARI MURA
013978,ホッカイドウ,アブタグン,ルスツムラ,北海道,虻田郡,留寿都村,ABUTA GUN,RUSUTSU MURA
013986,ホッカイドウ,アブタグン,キモベツチョウ,北海道,虻田郡,喜茂別町,ABUTA GUN,KIMOBETSU CHO
013994,ホッカイドウ,アブタグン,キョウゴクチョウ,北海道,虻田郡,京極町,ABUTA GUN,KYOGOKU CHO
014001,ホッカイドウ,アブタグン,クッチャンチョウ,北海道,虻田郡,倶知安町,ABUTA GUN,KUTCHAN CHO
014010,ホッカイドウ,イワナイグン,キョウワチョウ,北海道,岩内郡,共和町,IWANAI GUN,KYOWA CHO
014028,ホッカイドウ,イワナイグン,イワナイチョウ,北海道,岩内郡,岩内町,IWANAI GUN,IWANAI CHO
014036,ホッカイドウ,フルウグン,トマリムラ,北海道,古宇郡,泊村,FURU GUN,TOMARI MURA
014044,ホッカイドウ,フルウグン,カモエナイムラ,北海道,古宇郡,神恵内村,FURU GUN,KAMOENAI MURA
014052,ホッカイドウ,シャコタングン,シャコタンチョウ,北海道,積丹郡,積丹町,SHAKOTAN GUN,SHAKOTAN CHO
014061,ホッカイドウ,フルビラグン,フルビラチョウ,北海道,古平郡,古平町,FURUBIRA GUN,FURUBIRA CHO
014079,ホッカイドウ,ヨイチグン,ニキチョウ,北海道,余市郡,仁木町,YOICHI GUN,NIKI CHO
014087,ホッカイドウ,ヨイチグン,ヨイチチョウ,北海道,余市郡,余市町,YOICHI GUN,YOICHI CHO
014095,ホッカイドウ,ヨイチグン,アカイガワムラ,北海道,余市郡,赤井川村,YOICHI GUN,AKAIGAWA MURA
014231,ホッカイドウ,ソラチグン,ナンポロチョウ,北海道,空知郡,南幌町,SORACHI GUN,NAMPORO CHO
014249,ホッカイドウ,ソラチグン,ナイエチョウ,北海道,空知郡,奈井江町,SORACHI GUN,NAIE CHO
014257,ホッカイドウ,ソラチグン,カミスナガワチョウ,北海道,空知郡,上砂川町,SORACHI GUN,KAMISUNAGAWA CHO
014273,ホッカイドウ,ユウバリグン,ユニチョウ,北海道,夕張郡,由仁町,YUBARI GUN,YUNI CHO
014281,ホッカイドウ,ユウバリグン,ナガヌマチョウ,北海道,夕張郡,長沼町,YUBARI GUN,NAGANUMA CHO
014290,ホッカイドウ,ユウバリグン,クリヤマチョウ,北海道,夕張郡,栗山町,YUBARI GUN,KURIYAMA CHO
014303,ホッカイドウ,カバトグン,ツキガタチョウ,北海道,樺戸郡,月形町,KABATO GUN,TSUKIGATA CHO
014311,ホッカイドウ,カバトグン,ウラウスチョウ,北海道,樺戸郡,浦臼町,KABATO GUN,URAUSU CHO
014320,ホッカイドウ,カバトグン,シントツカワチョウ,北海道,樺戸郡,新十津川町,KABATO GUN,SHINTOTSUKAWA CHO
014338,ホッカイドウ,ウリュウグン,モセウシチョウ,北海道,雨竜郡,妹背牛町,URYU GUN,MOSEUSHI CHO
014346,ホッカイドウ,ウリュウグン,チップベツチョウ,北海道,雨竜郡,秩父別町,URYU GUN,CHIPPUBETSU CHO
014362,ホッカイドウ,ウリュウグン,ウリュウチョウ,北海道,雨竜郡,雨竜町,URYU GUN,URYU CHO
014371,ホッカイドウ,ウリュウグン,ホクリュウチョウ,北海道,雨竜郡,北竜町,URYU GUN,HOKURYU CHO
014389,ホッカイドウ,ウリュウグン,ヌマタチョウ,北海道,雨竜郡,沼田町,URYU GUN,NUMATA CHO
014524,ホッカイドウ,カミカワグン,タカスチョウ,北海道,上川郡,鷹栖町,KAMIKAWA GUN,TAKASU CHO
014532,ホッカイドウ,カミカワグン,ヒガシカグラチョウ,北海道,上川郡,東神楽町,KAMIKAWA GUN,HIGASHIKAGURA CHO
014541,ホッカイドウ,カミカワグン,トウマチョウ,北海道,上川郡,当麻町,KAMIKAWA GUN,TOMA CHO
014559,ホッカイドウ,カミカワグン,ピップチョウ,北海道,上川郡,比布町,KAMIKAWA GUN,PIPPU CHO
014567,ホッカイドウ,カミカワグン,アイベツチョウ,北海道,上川郡,愛別町,KAMIKAWA GUN,AIBETSU CHO
014575,ホッカイドウ,カミカワグン,カミカワチョウ,北海道,上川郡,上川町,KAMIKAWA GUN,KAMIKAWA CHO
014583,ホッカイドウ,カミカワグン,ヒガシカワチョウ,北海道,上川郡,東川町,KAMIKAWA GUN,HIGASHIKAWA CHO
014591,ホッカイドウ,カミカワグン,ビエイチョウ,北海道,上川郡,美瑛町,KAMIKAWA GUN,BIEI CHO
014605,ホッカイドウ,ソラチグン,カミフラノチョウ,北海道,空知郡,上富良野町,SORACHI GUN,KAMIFURANO CHO
014613,ホッカイドウ,ソラチグン,ナカフラノチョウ,北海道,空知郡,中富良野町,SORACHI GUN,NAKAFURANO CHO
014621,ホッカイドウ,ソラチグン,ミナミフラノチョウ,北海道,空知郡,南富良野町,SORACHI GUN,MINAMIFURANO CHO
014630,ホッカイドウ,ユウフツグン,シムカップムラ,北海道,勇払郡,占冠村,YUFUTSU GUN,SHIMUKAPPU MURA
014648,ホッカイドウ,カミカワグン,ワッサムチョウ,北海道,上川郡,和寒町,KAMIKAWA GUN,WASSAMU CHO
014656,ホッカイドウ,カミカワグン,ケンブチチョウ,北海道,上川郡,剣淵町,KAMIKAWA GUN,KEMBUCHI CHO
014681,ホッカイドウ,カミカワグン,シモカワチョウ,北海道,上川郡,下川町,KAMIKAWA GUN,SHIMOKAWA CHO
014699,ホッカイドウ,ナカガワグン,ビフカチョウ,北海道,中川郡,美深町,NAKAGAWA GUN,BIFUKA CHO
014702,ホッカイドウ,ナカガワグン,オトイネップムラ,北海道,中川郡,音威子府村,NAKAGAWA GUN,OTOINEPPU MURA
014711,ホッカイドウ,ナカガワグン,ナカガワチョウ,北海道,中川郡,中川町,NAKAGAWA GUN,NAKAGAWA CHO
014729,ホッカイドウ,ウリュウグン,ホロカナイチョウ,北海道,雨竜郡,幌加内町,URYU GUN,HOROKANAI CHO
014818,ホッカイドウ,マシケグン,マシケチョウ,北海道,増毛郡,増毛町,MASHIKE GUN,MASHIKE CHO
014826,ホッカイドウ,ルモイグン,オビラチョウ,北海道,留萌郡,小平町,RUMOI GUN,OBIRA CHO
014834,ホッカイドウ,トママエグン,トママエチョウ,北海道,苫前郡,苫前町,TOMAMAE GUN,TOMAMAE CHO
014842,ホッカイドウ,トママエグン,ハボロチョウ,北海道,苫前郡,羽幌町,TOMAMAE GUN,HABORO CHO
014851,ホッカイドウ,トママエグン,ショサンベツムラ,北海道,苫前郡,初山別村,TOMAMAE GUN,SHOSAMBETSU MURA
014869,ホッカイドウ,テシオグン,エンベツチョウ,北海道,天塩郡,遠別町,TESHIO GUN,EMBETSU CHO
014877,ホッカイドウ,テシオグン,テシオチョウ,北海道,天塩郡,天塩町,TESHIO GUN,TESHIO CHO
015113,ホッカイドウ,ソウヤグン,サルフツムラ,北海道,宗谷郡,猿払村,SOYA GUN,SARUFUTSU MURA
015121,ホッカイドウ,エサシグン,ハマトンベツチョウ,北海道,枝幸郡,浜頓別町,ESASHI GUN,HAMATOMBETSU CHO
015130,ホッカイドウ,エサシグン,ナカトンベツチョウ,北海道,枝幸郡,中頓別町,ESASHI GUN,NAKATOMBETSU CHO
015148,ホッカイドウ,エサシグン,エサシチョウ,北海道,枝幸郡,枝幸町,ESASHI GUN,ESASHI CHO
015164,ホッカイドウ,テシオグン,トヨトミチョウ,北海道,天塩郡,豊富町,TESHIO GUN,TOYOTOMI CHO
015172,ホッカイドウ,レブングン,レブンチョウ,北海道,礼文郡,礼文町,REBUN GUN,REBUN CHO
015181,ホッカイドウ,リシリグン,リシリチョウ,北海道,利尻郡,利尻町,RISHIRI GUN,RISHIRI CHO
